Url,Image,Name,Price
https://seller.ozon.ru/?utm_source=ozonru_web&utm_medium=link&utm_campaign=header_nachat_prodavat_na_ozon/,https://ir-2.ozone.ru/s3/cms/8e/tf9/c200/logo-logo-ozon-blue-png.png,,
